sampleid	Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
13722.58cfa831e4b0c9d6adf6c803	0	0	0	0	0	0	0	15664	0	0	0	0	97	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	245
13722.58cfa831e4b0c9d6adf6c822	0	0	0	0	2	0	0	17818	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	41
13722.58cfa831e4b0c9d6adf6c7fc	0	0	0	0	0	0	0	17465	0	0	0	0	67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197
13722.58cfa831e4b0c9d6adf6c836	0	0	0	0	0	0	0	16533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa831e4b0c9d6adf6c885	0	0	0	0	10	0	0	11966	0	0	0	0	15	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35
13722.58cfa831e4b0c9d6adf6c82b	0	0	0	0	0	0	0	27762	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	171
13722.58cfa831e4b0c9d6adf6c82e	0	0	0	1	2	0	0	16309	1	0	0	0	196	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	10	20	0	0	735
13722.58cfa831e4b0c9d6adf6c848	0	0	0	0	8	0	0	14672	0	0	0	0	1599	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	14	4	0	0	5393
13722.58cfa831e4b0c9d6adf6c85a	0	0	0	0	18	1	0	21450	0	0	0	0	26	5	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	64	0	0	84
13722.58cfa831e4b0c9d6adf6c867	0	0	0	0	8	0	0	18493	1	0	0	0	371	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	20	8	0	1	1556
13722.58cfa831e4b0c9d6adf6c8c4	0	0	0	0	0	1	0	14151	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	1	1	19
13722.58cfa831e4b0c9d6adf6c8eb	0	0	0	0	9	0	0	25593	0	0	0	0	12	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	22
13722.58cfa831e4b0c9d6adf6c8e8	0	0	0	0	0	0	0	21788	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13
13722.58cfa831e4b0c9d6adf6c85f	0	0	0	0	0	1	0	8552	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	73
13722.58cfa831e4b0c9d6adf6c91f	0	0	0	0	1	0	0	15336	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	19
13722.58cfa831e4b0c9d6adf6c8f2	0	0	0	0	0	0	0	22919	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7
13722.58cfa831e4b0c9d6adf6c91d	0	0	0	0	2	0	0	22960	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	0	191
13722.58cfa831e4b0c9d6adf6c9ac	0	0	0	0	0	0	0	6272	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6c931	0	0	0	0	4	0	0	11178	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
13722.58cfa831e4b0c9d6adf6c93f	0	0	0	0	0	0	0	26706	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	0	0	34
13722.58cfa831e4b0c9d6adf6cad0	0	0	0	0	0	0	0	17645	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa831e4b0c9d6adf6c9c1	0	0	0	0	3	0	0	35491	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa831e4b0c9d6adf6ca71	0	0	0	0	0	0	0	27772	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	58
13722.58cfa831e4b0c9d6adf6cace	0	0	0	0	2	0	0	20421	1	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	702
13722.58cfa831e4b0c9d6adf6ca93	0	0	0	0	0	0	0	27719	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	57
13722.58cfa831e4b0c9d6adf6cb25	0	0	0	0	0	0	0	15329	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
13722.58cfa831e4b0c9d6adf6ca01	0	0	0	0	0	0	0	13787	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
13722.58cfa831e4b0c9d6adf6cbf7	0	0	0	0	0	0	0	3265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cbd9	0	0	0	0	3	0	0	16160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa82ee4b0c9d6adf6ae56	0	0	0	0	38	1	0	2906	0	0	0	0	378	88	0	2	0	0	1	1	1	0	4	0	0	1	0	1	0	3826	74	1	1	1408
13722.58cfa831e4b0c9d6adf6cba8	0	0	0	0	0	0	0	23963	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
13722.58cfa831e4b0c9d6adf6cbfc	0	0	0	0	0	0	0	4689	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa831e4b0c9d6adf6cc23	0	0	0	0	0	0	0	17941	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
13722.58cfa831e4b0c9d6adf6cc94	0	0	0	0	0	0	0	1435	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6cc08	0	0	0	0	0	1	0	21609	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1	125
13722.58cfa831e4b0c9d6adf6cc0f	0	0	0	0	2	0	0	33652	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	197
13722.58cfa831e4b0c9d6adf6cc76	0	0	0	0	0	0	0	15341	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15
13722.58cfa831e4b0c9d6adf6cc7a	0	0	0	0	0	0	0	17129	1	0	0	0	290	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	944
13722.58cfa831e4b0c9d6adf6ccb6	0	0	0	0	0	0	0	15645	1	0	0	0	172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	481
13722.58cfa831e4b0c9d6adf6cce2	0	0	0	0	0	0	0	23900	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	46	0	0	4830
13722.58cfa831e4b0c9d6adf6cd76	0	0	0	0	0	0	0	30201	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
13722.58cfa831e4b0c9d6adf6cd97	0	0	0	0	0	0	0	13345	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
13722.58cfa831e4b0c9d6adf6cd96	0	0	0	0	0	0	0	20632	0	0	4	0	743	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	11	0	0	2544
13722.58cfa831e4b0c9d6adf6cdb6	0	0	0	0	0	0	0	17254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
13722.58cfa832e4b0c9d6adf6ce22	0	0	0	0	0	0	0	858	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa831e4b0c9d6adf6cdba	0	0	0	0	0	0	0	19901	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	117
13722.58cfa832e4b0c9d6adf6ce8a	0	0	0	0	0	0	0	17309	2	0	0	0	156	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	380
13722.58cfa832e4b0c9d6adf6ce66	0	0	0	0	0	0	0	14362	2	0	1	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1006
13722.58cfa832e4b0c9d6adf6ce96	0	0	0	0	0	0	0	12316	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
13722.58cfa831e4b0c9d6adf6cd7a	0	0	0	0	2	0	0	11593	2	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	1529
13722.58cfa832e4b0c9d6adf6ceb1	0	0	0	0	0	0	0	19770	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	225
13722.58cfa832e4b0c9d6adf6cecd	0	0	0	0	0	0	0	4074	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa832e4b0c9d6adf6cec0	0	0	0	0	0	0	0	17196	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa832e4b0c9d6adf6cf46	0	0	0	0	0	0	0	4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6cf7a	0	0	0	0	0	0	0	17760	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15
13722.58cfa832e4b0c9d6adf6cf7e	0	0	0	0	0	0	0	20959	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
13722.58cfa832e4b0c9d6adf6cf2b	0	0	0	0	0	1	0	22312	1	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	2	0	0	0	95
13722.58cfa832e4b0c9d6adf6cf82	0	0	0	0	0	0	0	15688	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
13722.58cfa832e4b0c9d6adf6cfa2	0	0	0	0	0	0	0	18352	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11
13722.58cfa832e4b0c9d6adf6cfae	0	0	0	0	0	0	0	18902	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
13722.58cfa832e4b0c9d6adf6cfdc	0	0	0	0	0	0	0	7003	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
13722.58cfa832e4b0c9d6adf6ce32	0	0	0	1	4	1	0	23610	0	0	0	0	1614	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	6185
13722.58cfa832e4b0c9d6adf6cfaa	0	0	0	0	0	0	0	37714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
13722.58cfa832e4b0c9d6adf6d018	0	0	0	0	0	0	0	12648	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6
13722.58cfa832e4b0c9d6adf6d006	0	0	0	0	0	0	0	23098	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	16
13722.58cfa832e4b0c9d6adf6d03c	0	0	0	0	0	0	0	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
13722.58cfa832e4b0c9d6adf6d04e	0	0	0	0	0	0	0	5079	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa832e4b0c9d6adf6d07a	0	0	0	0	4	0	0	13662	0	0	0	0	7	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20
13722.58cfa832e4b0c9d6adf6d044	0	0	0	0	2	0	0	25203	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7
13722.58cfa832e4b0c9d6adf6d188	0	0	0	0	0	0	0	4389	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
13722.58cfa832e4b0c9d6adf6d10e	0	0	0	0	0	0	0	20289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
13722.58cfa832e4b0c9d6adf6d194	0	0	0	0	2	0	0	16576	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	52
13722.58cfa832e4b0c9d6adf6d1c8	0	0	0	0	0	0	0	17871	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3
13722.58cfa832e4b0c9d6adf6d1d3	0	0	0	0	0	0	0	5924	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa832e4b0c9d6adf6d1dc	0	0	0	0	0	0	0	4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa832e4b0c9d6adf6d1ce	0	0	0	0	0	0	0	16185	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
13722.58cfa832e4b0c9d6adf6d1b5	0	0	0	0	0	0	0	19185	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa832e4b0c9d6adf6d208	0	0	0	0	2	1	0	20392	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	44
13722.58cfa832e4b0c9d6adf6ceea	0	0	0	0	11	0	0	19708	0	0	1	0	36241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	112353
13722.58cfa832e4b0c9d6adf6d288	0	0	0	0	0	0	0	14966	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	8
13722.58cfa832e4b0c9d6adf6d1ea	0	0	0	0	4	0	0	18299	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57
13722.58cfa832e4b0c9d6adf6cf0a	0	0	0	0	5	0	0	18995	0	0	0	0	829	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	2	0	0	2636
13722.58cfa832e4b0c9d6adf6d0d5	0	0	0	0	2	0	0	19206	0	0	0	0	52078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	155724
13722.58cfa82fe4b0c9d6adf6b6c4	0	0	0	0	0	0	0	20626	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6
13722.58cfa82ee4b0c9d6adf6b092	0	0	0	0	0	0	0	12461	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	603
13722.58cfa82fe4b0c9d6adf6b62e	0	0	0	0	0	0	0	17955	0	0	0	0	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6925
13722.58cfa82fe4b0c9d6adf6b861	0	0	0	0	0	0	0	16243	0	0	0	0	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	56
13722.58cfa82fe4b0c9d6adf6b696	0	0	0	0	9	3	0	24214	0	0	0	1	9481	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	87	1	2	34616
13722.58cfa82fe4b0c9d6adf6b701	0	0	0	0	0	0	0	27902	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	2
13722.58cfa82fe4b0c9d6adf6b885	0	0	0	0	2	0	0	14284	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
13722.58cfa82fe4b0c9d6adf6b894	0	0	0	0	0	0	0	30728	0	0	0	0	130	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	358
13722.58cfa82fe4b0c9d6adf6b8de	0	0	0	0	0	0	0	1265	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
13722.58cfa82fe4b0c9d6adf6b8d4	1	0	0	0	0	0	0	36757	1	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40
13722.58cfa82fe4b0c9d6adf6b896	0	0	0	0	0	0	0	14974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1
13722.58cfa82fe4b0c9d6adf6b8ec	0	0	0	0	0	0	0	29347	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	1	67
13722.58cfa82fe4b0c9d6adf6b8f2	0	0	0	0	0	0	0	14384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
13722.58cfa82fe4b0c9d6adf6b697	0	0	0	0	6	0	0	22396	1	0	1	0	28833	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	2	96488
13722.58cfa82fe4b0c9d6adf6b942	0	0	0	0	0	0	0	14997	0	0	0	0	68	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	207
13722.58cfa82fe4b0c9d6adf6b904	0	0	0	0	0	0	0	14445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0
13722.58cfa82fe4b0c9d6adf6b66d	0	0	0	0	8	0	0	9433	1	0	0	0	809	12	0	1	0	0	0	0	0	2	0	1	0	13	0	0	0	92	16	1	0	3654
13722.58cfa82fe4b0c9d6adf6b9ea	0	0	0	0	2	0	0	29637	0	0	0	0	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191
13722.58cfa82fe4b0c9d6adf6b6a0	0	0	0	0	6	17	0	7220	0	0	0	0	21844	20	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	35	6	3	0	75494
13722.58cfa82fe4b0c9d6adf6b8f0	0	0	0	0	20	1	0	10013	2	0	0	0	78238	42	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	2	0	0	206239
13722.58cfa82fe4b0c9d6adf6b9dd	0	0	0	0	1	1	0	11780	3	0	1	0	65	4	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	65	30	0	0	211
13722.58cfa82fe4b0c9d6adf6ba08	0	0	0	0	2	1	0	8609	0	0	0	1	1545	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21	0	0	4655
13722.58cfa82fe4b0c9d6adf6ba48	0	0	0	0	1	0	0	19121	1	0	8	0	18	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	7	2	74
13722.58cfa82fe4b0c9d6adf6b9c6	0	0	7	0	7	1	0	12639	0	0	0	0	22807	36	2	0	0	0	0	0	0	19	7	0	0	5	0	0	0	3	159	0	0	71032
13722.58cfa82fe4b0c9d6adf6b67a	0	0	0	0	4	0	0	17885	0	0	0	1	4636	20	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	210	2	1	0	19039
13722.58cfa82fe4b0c9d6adf6b9ce	0	0	0	0	9	0	0	21119	1	0	0	0	9413	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	34608
13722.58cfa830e4b0c9d6adf6bbb6	0	0	0	0	1	0	0	15389	1	0	0	0	92	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	244
13722.58cfa830e4b0c9d6adf6bbbc	0	0	0	0	0	0	0	1325	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
13722.58cfa830e4b0c9d6adf6bc7a	0	0	0	0	0	0	0	12032	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	37
13722.58cfa830e4b0c9d6adf6bd78	0	0	0	0	0	0	0	18502	0	0	1	0	224	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	7	0	0	544
13722.58cfa830e4b0c9d6adf6bdcc	0	0	0	0	0	0	0	14111	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	307
13722.58cfa830e4b0c9d6adf6ba9b	0	0	0	0	0	0	0	8190	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19
13722.58cfa830e4b0c9d6adf6bc74	0	0	0	0	1	0	0	25855	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	27
13722.58cfa830e4b0c9d6adf6be20	0	1	0	0	0	2	0	16207	0	0	0	0	108	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	1	0	270
13722.58cfa830e4b0c9d6adf6bddc	0	0	0	0	0	0	0	19318	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	51
13722.58cfa830e4b0c9d6adf6becb	0	0	0	0	0	0	0	3128	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa830e4b0c9d6adf6be41	0	0	0	0	0	0	0	18268	0	0	0	0	1178	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	2317
13722.58cfa830e4b0c9d6adf6bc86	0	0	0	0	2	0	0	21339	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	90
13722.58cfa830e4b0c9d6adf6bf5c	0	0	0	0	0	0	0	3636	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13722.58cfa830e4b0c9d6adf6be6c	0	0	0	0	2	0	0	14666	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	6
13722.58cfa830e4b0c9d6adf6be5a	0	0	0	0	0	0	0	22965	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
13722.58cfa830e4b0c9d6adf6be7a	0	0	0	0	0	1	0	33309	0	0	0	0	49	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	1	28	1	0	166
13722.58cfa830e4b0c9d6adf6be82	0	0	0	0	4	0	0	34969	1	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	1	1
13722.58cfa830e4b0c9d6adf6bedb	0	0	0	0	0	0	0	20958	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	59
13722.58cfa830e4b0c9d6adf6bfd2	0	0	0	0	0	0	0	16739	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	16	2	0	49
13722.58cfa830e4b0c9d6adf6c02c	0	0	0	0	0	0	0	27249	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
13722.58cfa830e4b0c9d6adf6c054	0	0	0	0	4	0	0	23553	3	0	2	0	7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	0	0	27
13722.58cfa830e4b0c9d6adf6c122	0	0	0	0	0	0	0	16658	2	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	98
13722.58cfa830e4b0c9d6adf6c10c	0	0	0	0	2	0	0	36867	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26
13722.58cfa830e4b0c9d6adf6c10e	0	0	0	0	0	2	0	25491	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	26
13722.58cfa830e4b0c9d6adf6c120	0	0	0	0	2	0	0	30740	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	27
13722.58cfa830e4b0c9d6adf6c112	0	0	0	0	0	1	0	21861	0	0	0	0	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	138
13722.58cfa830e4b0c9d6adf6c132	0	0	0	0	0	0	0	13850	0	0	1	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	203
13722.58cfa830e4b0c9d6adf6c13c	0	0	0	0	0	0	0	21711	1	0	0	0	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	163
13722.58cfa830e4b0c9d6adf6c1be	0	0	0	0	0	2	0	24621	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
13722.58cfa830e4b0c9d6adf6c1a4	0	0	0	0	0	0	0	16866	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	18
13722.58cfa830e4b0c9d6adf6c193	0	0	0	0	0	0	0	20271	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	3
13722.58cfa830e4b0c9d6adf6c1f0	0	0	0	0	0	0	0	18979	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	46
13722.58cfa830e4b0c9d6adf6c192	0	1	0	0	3	0	0	50576	162	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	59
13722.58cfa830e4b0c9d6adf6c218	0	0	0	0	0	0	0	37695	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
13722.58cfa830e4b0c9d6adf6c254	0	0	0	0	0	0	0	18363	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
13722.58cfa830e4b0c9d6adf6c228	0	0	0	0	0	0	0	35901	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
13722.58cfa830e4b0c9d6adf6c2e6	0	0	0	0	0	0	0	6447	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
